,Severity,Distance(mi),Side,State,State_Number,Timezone,Temperature(F),Humidity(%),Visibility(mi),Weather_Condition,Day_Night
5944,2,0.4539999999999999,0,CA,0,US/Pacific,70.0,57.0,10.0,4,1
5945,2,0.816,0,CA,0,US/Pacific,77.0,47.0,10.0,4,1
5946,2,0.56,0,CA,0,US/Pacific,62.0,78.0,10.0,3,1
5947,2,0.405,0,CA,0,US/Pacific,63.0,78.0,9.0,3,1
5948,2,0.997,0,CA,0,US/Pacific,59.0,83.0,10.0,3,1
5949,2,0.412,0,CA,0,US/Pacific,70.0,61.0,10.0,4,1
5950,2,0.445,0,CA,0,US/Pacific,76.0,40.0,10.0,4,1
5951,2,0.001,1,CA,0,US/Pacific,60.0,80.0,10.0,3,1
5952,2,0.315,0,CA,0,US/Pacific,58.0,84.0,9.0,3,0
5953,2,0.455,0,CA,0,US/Pacific,59.0,90.0,10.0,3,0
5954,2,0.181,0,CA,0,US/Pacific,63.0,78.0,10.0,3,0
5955,2,0.764,0,CA,0,US/Pacific,57.0,89.0,10.0,3,0
5956,3,0.283,1,CA,0,US/Pacific,57.0,82.0,10.0,3,1
5957,3,0.496,0,CA,0,US/Pacific,57.0,77.0,5.0,2,1
5958,2,0.063,0,CA,0,US/Pacific,59.0,87.0,10.0,3,1
5959,2,0.258,0,CA,0,US/Pacific,59.0,83.0,5.0,2,1
5960,2,0.102,1,CA,0,US/Pacific,62.0,78.0,9.0,3,1
5961,2,0.211,0,CA,0,US/Pacific,59.0,87.0,5.0,3,1
5962,2,0.223,0,CA,0,US/Pacific,63.0,70.0,10.0,3,1
5963,3,1.001,0,CA,0,US/Pacific,60.0,80.0,8.0,3,1
5964,3,1.194,0,CA,0,US/Pacific,64.0,73.0,10.0,3,1
5965,3,0.499,0,CA,0,US/Pacific,81.0,34.0,10.0,4,1
5966,2,0.495,0,CA,0,US/Pacific,67.0,66.0,10.0,3,1
5967,2,0.0,1,CA,0,US/Pacific,76.0,46.0,10.0,4,1
5968,2,0.6459999999999999,0,CA,0,US/Pacific,67.0,63.0,10.0,3,1
5969,2,0.428,0,CA,0,US/Pacific,75.0,51.0,10.0,4,1
5970,2,0.499,0,CA,0,US/Pacific,65.0,68.0,10.0,4,1
5971,2,0.5770000000000001,0,CA,0,US/Pacific,67.0,63.0,10.0,3,1
5972,2,0.113,0,CA,0,US/Pacific,69.0,60.0,10.0,3,1
5973,2,0.365,0,CA,0,US/Pacific,73.0,50.0,10.0,4,1
5974,2,0.59,0,CA,0,US/Pacific,65.0,68.0,10.0,4,1
5975,2,0.201,0,CA,0,US/Pacific,73.0,50.0,10.0,4,1
5976,2,0.428,0,CA,0,US/Pacific,84.0,29.0,7.0,3,1
5977,2,0.653,0,CA,0,US/Pacific,80.0,36.0,10.0,3,1
5978,2,0.505,0,CA,0,US/Pacific,64.0,70.0,10.0,3,1
5979,2,0.465,0,CA,0,US/Pacific,66.0,65.0,10.0,4,1
5980,2,0.765,0,CA,0,US/Pacific,65.0,63.0,10.0,3,1
5981,2,0.525,0,CA,0,US/Pacific,73.0,50.0,10.0,4,1
5982,2,0.363,0,CA,0,US/Pacific,68.0,60.0,10.0,4,1
5983,2,0.105,0,CA,0,US/Pacific,68.0,60.0,10.0,4,1
5984,2,0.022,0,CA,0,US/Pacific,70.0,49.0,10.0,4,1
5985,2,0.537,0,CA,0,US/Pacific,68.0,56.0,10.0,3,1
5986,2,0.524,0,CA,0,US/Pacific,73.0,50.0,10.0,4,1
5987,2,0.29,0,CA,0,US/Pacific,68.0,59.0,10.0,4,1
5988,2,0.319,0,CA,0,US/Pacific,73.0,50.0,10.0,4,1
5989,2,0.159,0,CA,0,US/Pacific,70.0,55.0,10.0,4,1
5990,2,0.445,0,CA,0,US/Pacific,61.0,72.0,10.0,3,1
5991,2,0.657,0,CA,0,US/Pacific,65.0,61.0,10.0,4,1
5992,2,0.359,0,CA,0,US/Pacific,65.0,61.0,10.0,4,1
5993,2,0.638,0,CA,0,US/Pacific,63.0,67.0,10.0,3,1
5994,2,0.639,0,CA,0,US/Pacific,73.0,47.0,7.0,4,1
5995,2,0.502,0,CA,0,US/Pacific,64.0,64.0,10.0,3,1
5996,2,0.5820000000000001,0,CA,0,US/Pacific,73.0,47.0,7.0,4,1
5997,2,0.107,0,CA,0,US/Pacific,61.0,72.0,10.0,3,1
5998,2,0.402,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
5999,2,0.0,1,CA,0,US/Pacific,61.0,72.0,10.0,3,1
6000,2,0.527,0,CA,0,US/Pacific,63.0,65.0,10.0,3,1
6001,2,0.19,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
6002,2,0.0,0,CA,0,US/Pacific,62.0,70.0,7.0,3,1
6003,2,0.629,0,CA,0,US/Pacific,61.0,70.0,10.0,4,1
6004,2,0.6629999999999999,0,CA,0,US/Pacific,64.0,64.0,10.0,4,1
6005,2,0.509,0,CA,0,US/Pacific,64.0,59.0,10.0,4,1
6006,2,0.272,0,CA,0,US/Pacific,60.0,75.0,10.0,3,1
6007,2,0.148,0,CA,0,US/Pacific,60.0,75.0,10.0,3,1
6008,2,0.381,0,CA,0,US/Pacific,61.0,68.0,10.0,4,0
6009,2,0.011,0,CA,0,US/Pacific,60.0,75.0,10.0,3,0
6010,2,0.002,0,CA,0,US/Pacific,61.0,68.0,10.0,4,0
6011,4,0.0819999999999999,0,CA,0,US/Pacific,60.0,75.0,10.0,3,0
6012,2,1.124,0,CA,0,US/Pacific,63.0,65.0,10.0,3,0
6013,3,0.526,0,CA,0,US/Pacific,60.0,69.0,10.0,4,0
6014,3,0.2189999999999999,0,CA,0,US/Pacific,60.0,69.0,10.0,4,0
6015,3,0.411,0,CA,0,US/Pacific,55.0,82.0,10.0,3,0
6016,2,0.706,0,CA,0,US/Pacific,57.0,81.0,8.0,3,0
6017,2,0.179,0,CA,0,US/Pacific,61.0,72.0,10.0,3,0
6018,3,0.231,0,CA,0,US/Pacific,60.0,75.0,10.0,3,0
6019,3,1.011,0,CA,0,US/Pacific,57.0,83.0,10.0,3,1
6020,2,0.461,0,CA,0,US/Pacific,59.0,78.0,10.0,3,1
6021,2,0.626,0,CA,0,US/Pacific,61.0,78.0,10.0,4,1
6022,2,0.59,0,CA,0,US/Pacific,60.0,75.0,10.0,3,1
6023,2,0.405,0,CA,0,US/Pacific,64.0,67.0,10.0,3,1
6024,2,0.396,0,CA,0,US/Pacific,58.0,72.0,10.0,3,1
6025,2,0.361,0,CA,0,US/Pacific,64.0,59.0,10.0,3,1
6026,2,0.358,0,CA,0,US/Pacific,61.0,70.0,10.0,3,1
6027,2,0.516,0,CA,0,US/Pacific,61.0,64.0,10.0,3,1
6028,2,0.6509999999999999,0,CA,0,US/Pacific,62.0,70.0,10.0,3,1
6029,3,0.708,0,CA,0,US/Pacific,61.0,64.0,10.0,3,1
6030,2,0.195,0,CA,0,US/Pacific,62.0,70.0,10.0,3,1
6031,2,0.125,0,CA,0,US/Pacific,64.0,56.0,10.0,3,1
6032,2,0.3339999999999999,0,CA,0,US/Pacific,64.0,65.0,10.0,3,1
6033,2,0.514,0,CA,0,US/Pacific,66.0,60.0,10.0,3,1
6034,2,0.541,0,CA,0,US/Pacific,65.0,63.0,10.0,3,1
6035,2,0.1689999999999999,1,CA,0,US/Pacific,64.0,59.0,10.0,3,1
6036,2,0.305,0,CA,0,US/Pacific,66.0,50.0,10.0,3,1
6037,2,0.365,0,CA,0,US/Pacific,65.0,61.0,10.0,3,1
6038,2,0.402,0,CA,0,US/Pacific,61.0,63.0,10.0,3,1
6039,2,0.377,0,CA,0,US/Pacific,63.0,56.0,10.0,3,1
6040,2,0.002,0,CA,0,US/Pacific,67.0,45.0,10.0,3,1
6041,2,0.7829999999999999,0,CA,0,US/Pacific,68.0,47.0,10.0,3,1
6042,2,0.218,0,CA,0,US/Pacific,63.0,55.0,10.0,3,1
6043,2,0.4,0,CA,0,US/Pacific,63.0,55.0,10.0,3,1
6044,2,0.957,0,CA,0,US/Pacific,66.0,54.0,10.0,3,1
6045,2,0.526,0,CA,0,US/Pacific,66.0,49.0,10.0,3,1
6046,2,0.264,0,CA,0,US/Pacific,66.0,49.0,7.0,3,1
6047,2,0.517,0,CA,0,US/Pacific,66.0,49.0,7.0,3,1
6048,2,0.402,0,CA,0,US/Pacific,63.0,56.0,10.0,3,1
6049,2,0.8340000000000001,0,CA,0,US/Pacific,64.0,45.0,10.0,3,1
6050,2,0.521,0,CA,0,US/Pacific,66.0,49.0,7.0,3,1
6051,2,0.878,0,CA,0,US/Pacific,64.0,56.0,10.0,3,1
6052,2,0.057,0,CA,0,US/Pacific,67.0,49.0,10.0,3,1
6053,2,0.477,0,CA,0,US/Pacific,68.0,43.0,10.0,3,1
6054,2,0.3929999999999999,0,CA,0,US/Pacific,66.0,52.0,10.0,3,1
6055,2,0.252,0,CA,0,US/Pacific,66.0,52.0,10.0,3,1
6056,2,0.537,0,CA,0,US/Pacific,68.0,45.0,10.0,3,1
6057,2,0.431,0,CA,0,US/Pacific,65.0,54.0,10.0,3,1
6058,2,0.231,0,CA,0,US/Pacific,66.0,52.0,10.0,3,1
6059,2,0.493,0,CA,0,US/Pacific,66.0,52.0,10.0,3,1
6060,2,0.536,0,CA,0,US/Pacific,68.0,45.0,10.0,3,1
6061,2,0.649,0,CA,0,US/Pacific,62.0,58.0,10.0,3,1
6062,2,0.385,0,CA,0,US/Pacific,65.0,54.0,10.0,3,1
6063,2,0.687,0,CA,0,US/Pacific,63.0,50.0,10.0,3,1
6064,2,0.6559999999999999,0,CA,0,US/Pacific,57.0,77.0,10.0,3,1
6065,2,0.4589999999999999,0,CA,0,US/Pacific,61.0,63.0,10.0,3,1
6066,3,0.001,0,CA,0,US/Pacific,63.0,56.0,10.0,3,1
6067,2,0.59,0,CA,0,US/Pacific,63.0,58.0,10.0,3,1
6068,4,0.0,0,CA,0,US/Pacific,62.0,60.0,10.0,3,1
6069,2,0.148,0,CA,0,US/Pacific,63.0,58.0,10.0,3,1
6070,2,0.457,0,CA,0,US/Pacific,62.0,60.0,10.0,3,1
6071,2,0.281,0,CA,0,US/Pacific,60.0,55.0,10.0,3,1
6072,2,0.001,0,CA,0,US/Pacific,61.0,59.0,7.0,3,0
6073,4,0.0139999999999999,1,CA,0,US/Pacific,60.0,80.0,10.0,3,0
6074,2,0.7759999999999999,0,CA,0,US/Pacific,62.0,70.0,10.0,3,0
6075,3,0.457,0,CA,0,US/Pacific,60.0,78.0,10.0,3,0
6076,2,0.59,0,CA,0,US/Pacific,59.0,75.0,8.0,3,0
6077,2,0.405,0,CA,0,US/Pacific,62.0,78.0,9.0,3,0
6078,2,0.2289999999999999,0,CA,0,US/Pacific,62.0,65.0,9.0,3,0
6079,2,0.767,0,CA,0,US/Pacific,68.0,52.0,10.0,3,1
6080,2,0.39,0,CA,0,US/Pacific,67.0,54.0,10.0,3,1
6081,2,0.8640000000000001,0,CA,0,US/Pacific,68.0,50.0,10.0,3,1
6082,4,0.831,0,CA,0,US/Pacific,66.0,52.0,7.0,3,1
6083,3,0.5720000000000001,0,CA,0,US/Pacific,62.0,72.0,10.0,3,1
6084,2,0.439,0,CA,0,US/Pacific,59.0,83.0,10.0,4,0
6085,3,0.4270000000000001,0,CA,0,US/Pacific,57.0,87.0,10.0,3,0
6086,2,0.002,0,CA,0,US/Pacific,55.0,88.0,10.0,3,0
6087,2,0.414,0,CA,0,US/Pacific,55.0,82.0,8.0,3,0
6088,2,0.201,0,CA,0,US/Pacific,55.0,89.0,10.0,3,0
6089,2,0.349,0,CA,0,US/Pacific,60.0,80.0,10.0,3,0
6090,3,0.001,0,CA,0,US/Pacific,57.0,94.0,9.0,3,0
6091,3,0.359,0,CA,0,US/Pacific,60.0,80.0,10.0,3,0
6092,2,0.303,0,CA,0,US/Pacific,59.0,83.0,10.0,3,1
6093,2,0.452,0,CA,0,US/Pacific,53.0,77.0,10.0,4,1
6094,3,0.488,0,CA,0,US/Pacific,59.0,75.0,10.0,3,1
6095,2,0.1169999999999999,0,CA,0,US/Pacific,61.0,75.0,10.0,3,1
6096,2,0.5,0,CA,0,US/Pacific,62.0,72.0,10.0,3,1
6097,2,0.39,0,CA,0,US/Pacific,65.0,68.0,10.0,3,1
6098,2,0.4270000000000001,0,CA,0,US/Pacific,61.0,72.0,10.0,3,1
6099,3,0.79,0,CA,0,US/Pacific,65.0,50.0,10.0,4,1
6100,2,0.371,0,CA,0,US/Pacific,61.0,70.0,10.0,3,1
6101,3,0.575,0,CA,0,US/Pacific,67.0,68.0,8.0,4,1
6102,2,0.482,0,CA,0,US/Pacific,69.0,63.0,9.0,4,1
6103,2,0.574,0,CA,0,US/Pacific,64.0,59.0,10.0,3,1
6104,2,0.37,0,CA,0,US/Pacific,67.0,63.0,10.0,3,1
6105,2,0.5770000000000001,0,CA,0,US/Pacific,67.0,59.0,10.0,3,1
6106,2,0.6729999999999999,0,CA,0,US/Pacific,65.0,58.0,10.0,3,1
6107,2,0.21,0,CA,0,US/Pacific,67.0,59.0,10.0,3,1
6108,2,0.245,0,CA,0,US/Pacific,66.0,56.0,10.0,3,1
6109,2,0.428,0,CA,0,US/Pacific,69.0,58.0,10.0,3,1
6110,2,0.236,0,CA,0,US/Pacific,69.0,54.0,10.0,4,1
6111,2,0.402,0,CA,0,US/Pacific,70.0,53.0,10.0,3,1
6112,2,0.8240000000000001,0,CA,0,US/Pacific,68.0,55.0,10.0,3,1
6113,2,0.397,0,CA,0,US/Pacific,72.0,48.0,10.0,3,1
6114,2,0.946,0,CA,0,US/Pacific,72.0,48.0,10.0,3,1
6115,2,0.1689999999999999,1,CA,0,US/Pacific,67.0,59.0,10.0,4,1
6116,2,0.476,0,CA,0,US/Pacific,70.0,53.0,10.0,3,1
6117,2,0.309,0,CA,0,US/Pacific,69.0,54.0,10.0,4,1
6118,2,0.483,0,CA,0,US/Pacific,75.0,38.0,6.0,2,1
6119,2,0.364,0,CA,0,US/Pacific,65.0,61.0,10.0,4,1
6120,2,0.488,0,CA,0,US/Pacific,74.0,45.0,10.0,3,1
6121,2,0.195,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
6122,2,0.557,0,CA,0,US/Pacific,68.0,56.0,10.0,3,1
6123,2,0.299,0,CA,0,US/Pacific,70.0,55.0,10.0,4,1
6124,2,0.46,0,CA,0,US/Pacific,66.0,56.0,10.0,4,1
6125,2,0.4039999999999999,0,CA,0,US/Pacific,66.0,56.0,10.0,3,1
6126,2,0.499,0,CA,0,US/Pacific,71.0,49.0,10.0,4,1
6127,2,0.281,0,CA,0,US/Pacific,71.0,49.0,10.0,4,1
6128,2,0.586,0,CA,0,US/Pacific,66.0,60.0,10.0,3,1
6129,2,0.402,0,CA,0,US/Pacific,66.0,56.0,10.0,4,1
6130,2,0.073,0,CA,0,US/Pacific,66.0,56.0,10.0,3,1
6131,2,0.508,0,CA,0,US/Pacific,66.0,64.0,10.0,4,1
6132,2,0.2319999999999999,0,CA,0,US/Pacific,66.0,60.0,10.0,4,1
6133,2,0.418,0,CA,0,US/Pacific,70.0,53.0,10.0,3,1
6134,2,0.396,0,CA,0,US/Pacific,65.0,63.0,10.0,4,1
6135,2,0.109,0,CA,0,US/Pacific,65.0,63.0,10.0,4,1
6136,2,0.31,0,CA,0,US/Pacific,68.0,56.0,10.0,3,1
6137,2,0.4429999999999999,0,CA,0,US/Pacific,65.0,63.0,10.0,4,1
6138,2,0.426,1,CA,0,US/Pacific,73.0,41.0,6.0,2,1
6139,2,0.265,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
6140,2,0.457,0,CA,0,US/Pacific,73.0,41.0,6.0,2,1
6141,2,0.254,0,CA,0,US/Pacific,68.0,56.0,10.0,3,1
6142,2,0.5770000000000001,0,CA,0,US/Pacific,72.0,46.0,6.0,2,1
6143,2,0.132,0,CA,0,US/Pacific,62.0,70.0,10.0,4,1
6144,2,0.003,0,CA,0,US/Pacific,64.0,65.0,10.0,4,1
6145,2,0.016,0,CA,0,US/Pacific,64.0,65.0,10.0,4,1
6146,2,0.264,0,CA,0,US/Pacific,64.0,65.0,10.0,4,1
6147,2,0.428,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
6148,3,0.4429999999999999,0,CA,0,US/Pacific,57.0,81.0,10.0,4,0
6149,2,0.493,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
6150,2,0.4,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
6151,2,0.629,0,CA,0,US/Pacific,61.0,81.0,10.0,3,1
6152,2,0.7829999999999999,0,CA,0,US/Pacific,60.0,78.0,7.0,3,1
6153,2,0.04,0,CA,0,US/Pacific,60.0,78.0,7.0,3,1
6154,2,0.308,0,CA,0,US/Pacific,58.0,78.0,5.0,2,1
6155,2,0.441,0,CA,0,US/Pacific,63.0,67.0,10.0,3,1
6156,2,0.63,0,CA,0,US/Pacific,59.0,77.0,5.0,2,1
6157,2,0.515,0,CA,0,US/Pacific,64.0,67.0,10.0,3,1
6158,2,0.6970000000000001,0,CA,0,US/Pacific,63.0,65.0,10.0,3,1
6159,3,0.124,0,CA,0,US/Pacific,64.0,67.0,10.0,3,1
6160,3,0.18,0,CA,0,US/Pacific,66.0,60.0,10.0,3,1
6161,2,0.195,0,CA,0,US/Pacific,65.0,65.0,10.0,3,1
6162,3,0.305,0,CA,0,US/Pacific,62.0,70.0,8.0,3,1
6163,2,0.242,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
6164,2,0.455,0,CA,0,US/Pacific,70.0,56.0,10.0,4,1
6165,2,0.03,0,CA,0,US/Pacific,63.0,72.0,10.0,3,1
6166,2,0.507,0,CA,0,US/Pacific,65.0,65.0,10.0,3,1
6167,2,0.16,0,CA,0,US/Pacific,67.0,61.0,10.0,3,1
6168,2,0.522,0,CA,0,US/Pacific,68.0,61.0,10.0,3,1
6169,3,0.541,0,CA,0,US/Pacific,69.0,57.0,10.0,3,1
6170,2,0.47,0,CA,0,US/Pacific,68.0,59.0,10.0,3,1
6171,2,0.044,0,CA,0,US/Pacific,75.0,47.0,10.0,4,1
6172,2,0.151,0,CA,0,US/Pacific,75.0,47.0,10.0,4,1
6173,2,0.424,0,CA,0,US/Pacific,69.0,54.0,8.0,4,1
6174,2,0.309,0,CA,0,US/Pacific,69.0,57.0,10.0,4,1
6175,2,0.084,0,CA,0,US/Pacific,69.0,57.0,10.0,4,1
6176,2,0.5479999999999999,0,CA,0,US/Pacific,73.0,48.0,10.0,4,1
6177,2,1.001,0,CA,0,US/Pacific,68.0,56.0,10.0,4,1
6178,2,0.902,0,CA,0,US/Pacific,69.0,57.0,10.0,4,1
6179,2,0.595,0,CA,0,US/Pacific,70.0,53.0,10.0,4,1
6180,2,0.527,0,CA,0,US/Pacific,76.0,43.0,10.0,4,1
6181,2,0.256,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
6182,2,0.476,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
6183,2,0.391,0,CA,0,US/Pacific,68.0,61.0,10.0,3,1
6184,2,0.706,0,CA,0,US/Pacific,75.0,48.0,10.0,4,1
6185,2,0.345,0,CA,0,US/Pacific,73.0,49.0,10.0,4,1
6186,2,0.715,0,CA,0,US/Pacific,68.0,61.0,10.0,3,1
6187,2,0.209,0,CA,0,US/Pacific,77.0,42.0,10.0,4,1
6188,2,0.476,0,CA,0,US/Pacific,68.0,61.0,10.0,3,1
6189,2,0.439,0,CA,0,US/Pacific,67.0,63.0,10.0,3,1
6190,2,0.0,1,CA,0,US/Pacific,68.0,63.0,10.0,4,1
6191,2,0.555,0,CA,0,US/Pacific,68.0,63.0,10.0,4,1
6192,2,0.281,0,CA,0,US/Pacific,69.0,63.0,10.0,3,1
6193,4,0.023,0,CA,0,US/Pacific,68.0,63.0,10.0,4,1
6194,2,0.804,0,CA,0,US/Pacific,67.0,63.0,10.0,3,1
6195,2,0.307,0,CA,0,US/Pacific,75.0,43.0,10.0,4,1
6196,2,0.526,0,CA,0,US/Pacific,72.0,51.0,10.0,4,1
6197,2,0.472,0,CA,0,US/Pacific,65.0,70.0,10.0,4,1
6198,2,0.461,0,CA,0,US/Pacific,65.0,70.0,10.0,4,1
6199,2,0.281,0,CA,0,US/Pacific,65.0,70.0,10.0,4,1
6200,2,0.833,0,CA,0,US/Pacific,72.0,53.0,10.0,4,1
6201,2,0.6729999999999999,0,CA,0,US/Pacific,65.0,68.0,10.0,3,1
6202,2,0.34,0,CA,0,US/Pacific,66.0,68.0,10.0,4,1
6203,2,0.252,0,CA,0,US/Pacific,67.0,68.0,10.0,3,1
6204,2,0.516,0,CA,0,US/Pacific,74.0,45.0,10.0,4,1
6205,2,0.31,0,CA,0,US/Pacific,77.0,39.0,5.0,2,1
6206,2,0.477,0,CA,0,US/Pacific,74.0,45.0,10.0,4,1
6207,2,0.108,0,CA,0,US/Pacific,67.0,66.0,10.0,3,1
6208,2,0.042,0,CA,0,US/Pacific,65.0,68.0,10.0,3,1
6209,2,0.569,0,CA,0,US/Pacific,74.0,45.0,10.0,4,1
6210,2,0.001,0,CA,0,US/Pacific,66.0,65.0,10.0,3,1
6211,2,0.446,0,CA,0,US/Pacific,74.0,45.0,10.0,4,1
6212,2,0.301,0,CA,0,US/Pacific,66.0,68.0,10.0,4,1
6213,2,0.426,1,CA,0,US/Pacific,75.0,41.0,5.0,2,1
6214,2,0.439,0,CA,0,US/Pacific,61.0,78.0,10.0,4,1
6215,2,0.509,0,CA,0,US/Pacific,68.0,63.0,10.0,4,1
6216,2,0.2339999999999999,0,CA,0,US/Pacific,64.0,73.0,10.0,4,1
6217,2,0.47,0,CA,0,US/Pacific,61.0,81.0,10.0,4,1
6218,2,0.362,0,CA,0,US/Pacific,63.0,72.0,10.0,3,0
6219,2,0.1009999999999999,0,CA,0,US/Pacific,64.0,73.0,10.0,4,0
6220,2,0.16,1,CA,0,US/Pacific,64.0,73.0,10.0,4,0
6221,3,0.381,0,CA,0,US/Pacific,59.0,82.0,10.0,4,0
6222,2,0.002,0,CA,0,US/Pacific,61.0,78.0,10.0,3,0
6223,3,0.002,0,CA,0,US/Pacific,61.0,77.0,10.0,4,0
6224,2,0.473,0,CA,0,US/Pacific,66.0,60.0,5.0,2,0
6225,4,0.002,0,CA,0,US/Pacific,71.0,55.0,10.0,4,0
6226,2,0.415,0,CA,0,US/Pacific,57.0,87.0,10.0,4,0
6227,2,0.106,0,CA,0,US/Pacific,57.0,69.0,10.0,4,0
6228,2,0.0,1,CA,0,US/Pacific,59.0,82.0,5.0,3,0
6229,3,0.148,0,CA,0,US/Pacific,59.0,82.0,5.0,3,1
6230,2,0.514,0,CA,0,US/Pacific,61.0,78.0,6.0,2,1
6231,2,0.477,0,CA,0,US/Pacific,58.0,84.0,5.0,3,1
6232,2,0.161,0,CA,0,US/Pacific,63.0,77.0,9.0,3,1
6233,2,0.115,0,CA,0,US/Pacific,61.0,75.0,10.0,3,1
6234,2,0.286,0,CA,0,US/Pacific,58.0,84.0,7.0,3,1
6235,2,0.573,0,CA,0,US/Pacific,64.0,73.0,10.0,3,1
6236,2,0.816,0,CA,0,US/Pacific,61.0,81.0,6.0,2,1
6237,2,0.478,0,CA,0,US/Pacific,63.0,72.0,7.0,3,1
6238,2,0.685,0,CA,0,US/Pacific,63.0,72.0,5.0,2,1
6239,2,0.396,0,CA,0,US/Pacific,63.0,72.0,6.0,2,1
6240,2,0.061,0,CA,0,US/Pacific,65.0,68.0,5.0,2,1
6241,3,0.405,0,CA,0,US/Pacific,62.0,75.0,8.0,3,1
6242,2,0.114,0,CA,0,US/Pacific,72.0,57.0,9.0,4,1
6243,2,0.54,0,CA,0,US/Pacific,74.0,48.0,6.0,2,1
6244,3,0.439,0,CA,0,US/Pacific,66.0,65.0,10.0,4,1
6245,2,0.288,0,CA,0,US/Pacific,75.0,49.0,10.0,4,1
6246,2,0.195,0,CA,0,US/Pacific,72.0,53.0,10.0,4,1
6247,2,0.193,0,CA,0,US/Pacific,72.0,57.0,9.0,4,1
6248,2,0.957,0,CA,0,US/Pacific,67.0,66.0,10.0,4,1
6249,2,0.002,0,CA,0,US/Pacific,82.0,25.0,10.0,4,1
6250,2,0.377,0,CA,0,US/Pacific,77.0,43.0,6.0,2,1
6251,2,0.429,0,CA,0,US/Pacific,67.0,66.0,10.0,4,1
6252,2,0.264,0,CA,0,US/Pacific,71.0,57.0,10.0,4,1
6253,2,0.1939999999999999,0,CA,0,US/Pacific,77.0,43.0,6.0,2,1
6254,2,0.2319999999999999,0,CA,0,US/Pacific,71.0,57.0,10.0,4,1
6255,2,0.769,0,CA,0,US/Pacific,77.0,43.0,6.0,2,1
6256,2,0.483,0,CA,0,US/Pacific,73.0,55.0,10.0,3,1
6257,3,0.748,0,CA,0,US/Pacific,70.0,61.0,10.0,4,1
6258,2,0.3339999999999999,0,CA,0,US/Pacific,70.0,61.0,10.0,4,1
6259,2,0.924,0,CA,0,US/Pacific,75.0,50.0,9.0,4,1
6260,3,0.0,1,CA,0,US/Pacific,77.0,48.0,10.0,4,1
6261,2,0.382,0,CA,0,US/Pacific,70.0,61.0,10.0,4,1
6262,3,0.994,0,CA,0,US/Pacific,72.0,55.0,10.0,3,1
6263,2,0.345,0,CA,0,US/Pacific,77.0,47.0,10.0,4,1
6264,2,0.7509999999999999,0,CA,0,US/Pacific,70.0,61.0,10.0,3,1
6265,2,0.527,0,CA,0,US/Pacific,73.0,53.0,10.0,4,1
6266,2,0.207,0,CA,0,US/Pacific,67.0,66.0,10.0,4,1
6267,2,0.662,0,CA,0,US/Pacific,79.0,42.0,10.0,4,1
6268,2,0.447,1,CA,0,US/Pacific,67.0,66.0,10.0,4,1
6269,2,1.045,0,CA,0,US/Pacific,65.0,70.0,10.0,3,1
6270,2,0.233,0,CA,0,US/Pacific,69.0,63.0,10.0,4,1
6271,2,0.484,0,CA,0,US/Pacific,79.0,42.0,10.0,4,1
6272,2,1.09,0,CA,0,US/Pacific,77.0,47.0,10.0,4,1
6273,2,0.361,0,CA,0,US/Pacific,73.0,53.0,10.0,4,1
6274,2,0.713,0,CA,0,US/Pacific,70.0,59.0,10.0,3,1
6275,2,0.013,1,CA,0,US/Pacific,67.0,66.0,10.0,4,1
6276,2,0.563,0,CA,0,US/Pacific,66.0,70.0,10.0,4,1
6277,2,0.439,0,CA,0,US/Pacific,66.0,70.0,10.0,4,1
6278,2,0.595,0,CA,0,US/Pacific,73.0,53.0,10.0,4,1
6279,2,0.546,0,CA,0,US/Pacific,66.0,68.0,10.0,3,1
6280,2,1.112,0,CA,0,US/Pacific,64.0,78.0,9.0,3,1
6281,2,0.6940000000000001,0,CA,0,US/Pacific,66.0,68.0,10.0,4,1
6282,2,0.42,1,CA,0,US/Pacific,63.0,75.0,10.0,3,1
6283,3,0.46,0,CA,0,US/Pacific,66.0,68.0,10.0,3,1
6284,2,0.352,0,CA,0,US/Pacific,65.0,70.0,10.0,3,1
6285,2,0.306,0,CA,0,US/Pacific,76.0,50.0,10.0,3,1
6286,3,0.7090000000000001,0,CA,0,US/Pacific,66.0,68.0,10.0,4,1
6287,2,0.97,0,CA,0,US/Pacific,61.0,81.0,10.0,3,1
6288,4,0.721,1,CA,0,US/Pacific,66.0,68.0,10.0,4,1
6289,3,0.201,0,CA,0,US/Pacific,55.0,96.0,10.0,3,0
6290,2,0.3279999999999999,0,CA,0,US/Pacific,59.0,87.0,10.0,3,0
6291,4,0.015,0,CA,0,US/Pacific,60.0,83.0,9.0,4,0
6292,2,0.629,0,CA,0,US/Pacific,57.0,89.0,7.0,4,0
6293,4,0.034,0,CA,0,US/Pacific,58.0,90.0,8.0,3,0
6294,3,0.396,0,CA,0,US/Pacific,58.0,90.0,6.0,3,1
